TLP Cafe,080 49653231,61644,"134, 8th Main Road, Next To Reliance Fresh, Malleshwaram, Bangalore",3.3,Bangalore,India,13.0069027778,77.5644083333,14,NA,Rs. 400,NA,NA,NA,1,7,No,No,Yes,Yes,No,Yes,No,Cafe
Rahul's Ghar Ka Khana,080 23605511,54601,"1/A, Jala Darshani Layout, M.S.R. Road, Pipeline, New BEL Road, Bangalore",3.1,Bangalore,India,13.0333420000,77.5582640000,32,NA,Rs. 300,NA,NA,NA,7,14,Yes,No,Yes,Yes,No,No,No,"North Indian, Chinese"
Fujan,080 25481588,51067,"136, MM Road, Near Mosque, Frazer Town, Bangalore",3.2,Bangalore,India,13.0007970000,77.6143530000,22,NA,Rs. 400,NA,NA,NA,7,11,Yes,No,Yes,Yes,No,Yes,No,Chinese
Sai Krishna Bhavan,+91 9880088751,53388,"1963, Opposite Prem Jewellers, New Thippasandra Main Road, Bangalore",2.6,Bangalore,India,12.9722410000,77.6526280000,30,NA,Rs. 250,NA,NA,NA,8,13,No,No,Yes,No,No,No,No,"South Indian, Chinese, North Indian"
Arabian Mehek,080 41208888,60248,"46, MIG-CHS 707, 4th Phase, New Town, Yelahanka, Bangalore",2.9,Bangalore,India,13.1035861111,77.5761250000,24,NA,Rs. 300,NA,NA,NA,2,10,Yes,No,Yes,Yes,No,No,No,Arabian
Shaan-E-Punjab,080 65355522,53664,"4th Floor, Food Court, Ascendas Park Square, Whitefield, Bangalore",2.6,Bangalore,India,12.9881200000,77.7364180000,38,NA,Rs. 500,NA,NA,NA,14,21,No,No,Yes,Yes,No,Yes,No,North Indian
New Hilal Restaurant,080 22867300,52115,"10, HKP Road, Shivajinagar, Bangalore",3.6,Bangalore,India,12.9860830000,77.6048940000,42,NA,Rs. 550,NA,NA,NA,13,18,No,No,Yes,Yes,No,No,No,"North Indian, Chinese"
The Paramount,+91 9886900000,60075,"Food Court, Forum Mall, Hosur Road, Koramangala, Bangalore",3.0,Bangalore,India,12.9349210000,77.6114380000,16,NA,Rs. 350,NA,NA,NA,7,11,No,No,Yes,Yes,No,Yes,No,North Indian
Ande Ka Funda,+91 9035722067,53780,"92/5, Near Home Town Outer Ring Road, Marathahalli, Bangalore",3.5,Bangalore,India,12.9527400000,77.6981260000,41,NA,Rs. 150,NA,NA,NA,15,23,No,No,Yes,Yes,No,No,No,"Fast Food, North Indian"
The Denny's,080 26593687,50985,"1550, 1st Floor, East End Circle, 9th Block, Jayanagar, Bangalore",3.4,Bangalore,India,12.9165150000,77.5969480000,47,NA,Rs. 300,NA,NA,NA,9,20,Yes,No,Yes,Yes,Yes,No,No,"North Indian, Chinese"
New Kadai,+91 9342875724,54065,"24, Kammanahalli Main Road, Kammanahalli, Bangalore",3.0,Bangalore,India,13.0138777778,77.6325444444,45,NA,Rs. 400,NA,NA,NA,14,19,No,No,Yes,Yes,No,No,No,North Indian
The Shaurya's Cafe,+91 7406851234,17982087,"26/2 4th Cross, Munivenkatappa Layout, Opposite To Manyata Tech Park, Nagawara, Bangalore 560045",3.6,Bangalore,India,13.0407611111,77.6226277778,19,NA,Rs. 200,NA,NA,NA,1,14,Yes,No,Yes,Yes,No,No,No,"Cafe, North Indian"
Durbar - Sheraton Bangalore Hotel at Brigade Gateway,080 42521000,52051,"Sheraton Bangalore Hotel at Brigade Gateway, 26/1 Dr.Rajkumar Road, Rajajinagar, Malleshwaram, Bangalore",3.6,Bangalore,India,13.0123900000,77.5550270000,40,NA,"Rs. 2,500",NA,NA,NA,9,14,No,No,Yes,Yes,Yes,Yes,No,"Mediterranean, North Indian"
New Imperial Family Restaurant,080 41153869,51119,"4, Prime Business Centre, SKT Road, 1st Stage, Off 100 Feet Road, Indiranagar, Bangalore",3.1,Bangalore,India,12.9790930000,77.6414810000,35,NA,Rs. 450,NA,NA,NA,10,16,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Chinese, Biryani"
Vinaya Coffee Moments,080 32520014,61685,"937, 21st Main Road, 9th Cross, 2nd Phase, JP Nagar, Bangalore",3.2,Bangalore,India,NA,NA,5,NA,NA,NA,NA,NA,2,3,No,No,Yes,No,No,Yes,Yes,Cafe
Biryani Night Out,+91 9741109909,55531,"Mathikere Area, Yeshwantpur, Bangalore",2.6,Bangalore,India,13.0299111111,77.5625138889,28,NA,Rs. 300,NA,NA,NA,3,12,Yes,No,No,Yes,No,No,No,Biryani
New Darbar Restaurant,+91 9900894543,53251,"61, AES Layout, Near IBP Petrol Bunk, Geddalahalli, Sanjay Nagar, Bangalore",3.3,Bangalore,India,13.0293140000,77.5788160000,35,NA,Rs. 450,NA,NA,NA,8,13,Yes,No,Yes,Yes,No,No,No,"North Indian, Chinese"
Bamboo Shades,080 49653048,60775,"Vinaya Royal Inn, V-6, Industrial Layout, Hosur Main Road, Electronic City Phase 1, Bangalore",3.0,Bangalore,India,12.8400083333,77.6635972222,9,NA,Rs. 500,NA,NA,NA,2,6,No,No,Yes,Yes,No,No,No,"North Indian, Chinese"
Nandanaam Eat Out,+91 9845009008,55018,"145, 1st Floor, 9th Main, Malleshpalya, Kaggadasapura, Bangalore",3.0,Bangalore,India,12.9735700000,77.6742230000,40,NA,Rs. 400,NA,NA,NA,6,22,Yes,No,Yes,Yes,No,No,No,"North Indian, Chinese, South Indian"
Donne Biriyani Mane,+91 7259553333,60430,"326, Veerabadra Complex, 4th Block, 3rd Stage, 80 Feet Road, Near Airtel Office, Basaveshwara Nagar, Bangalore",3.5,Bangalore,India,12.9917750000,77.5385666667,22,NA,Rs. 250,NA,NA,NA,3,9,No,No,Yes,Yes,No,No,No,Biryani
Sea Grill,NA,58780,"30/31, 2nd Cross, Bhuvanappa Layout, Taverekere Main Road, Hosur Road, Koramangala, Bangalore",2.9,Bangalore,India,12.9330722222,77.6107638889,28,NA,Rs. 700,NA,NA,NA,0,0,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Arabian, Chinese, Seafood"
Majlish,080 49652808,59835,"101, Brigade Metropolis, 1st Floor, Garudacharpalya Main Road, Mahadevapura, Whitefield, Bangalore 560048",3.4,Bangalore,India,12.9916083333,77.7027583333,38,NA,Rs. 450,NA,NA,NA,7,22,No,No,Yes,Yes,No,No,No,"Bengali, North Indian, Chinese"
Currylicious,080 67266576,58427,"13, Phoenix Market City Mall, Whitefield Main Road, Bangalore",3.5,Bangalore,India,12.9955410000,77.6958530000,28,NA,Rs. 750,NA,NA,NA,12,15,Yes,No,Yes,Yes,No,Yes,No,"Mangalorean, Chettinad, Goan, Kerala"
Brahmins Thatte Idly,Not Available,60809,"106/B, 80 Feet Road, Opposite Canara Bank, Ashwath Nagar, Sanjay Nagar, Bangalore",3.5,Bangalore,India,13.0269333333,77.5796888889,21,NA,Rs. 200,NA,NA,NA,7,10,No,No,Yes,No,No,No,No,South Indian
Dreamcatcher Cafe & Bistro,080 41104143,60225,"1794, Ground Floor, 9th Main, HAL 3rd Stage, Thippasandra, Bangalore",3.8,Bangalore,India,12.9689138889,77.6498722222,29,NA,Rs. 400,NA,NA,NA,5,14,No,No,Yes,Yes,No,No,Yes,"Cafe, American, Mangalorean"
Kollapuri's,080 41205839,54351,"1, Corporation Market, Gandhi Bazar, Basavanagudi, Bangalore",3.6,Bangalore,India,12.9447610000,77.5722340000,48,NA,Rs. 350,NA,NA,NA,14,22,No,No,Yes,Yes,No,No,No,"Andhra, North Indian, Chinese"
Hot Box,+91 9900797869,58310,"1, Santosh Apartments, Wind Tunnel Road, Murgeshpalya, Old Airport Road, Bangalore",4.0,Bangalore,India,12.9569250000,77.6504055556,42,NA,Rs. 300,NA,NA,NA,7,16,No,No,No,Yes,No,No,No,Fast Food
Coconut Grove,080 42147047,53215,"65, 1st Floor, Shivganga Complex, Kaikondrahalli, Sarjapur Road, Bangalore",2.5,Bangalore,India,12.9128190000,77.6802780000,41,NA,Rs. 750,NA,NA,NA,12,20,No,No,Yes,Yes,No,No,No,Kerala
New Tasty Cafeteria,+91 8553664786,55703,"104/2, 1st Cross, 20th Main, Maruthi Nagar Main Road, 1st Stage, BTM Layout, Bangalore",2.7,Bangalore,India,12.9227330000,77.6143290000,43,NA,Rs. 300,NA,NA,NA,10,19,Yes,No,Yes,Yes,No,No,No,"North Indian, Chinese, Arabian"
Tandy's Fried Chicken,080 42229252,53735,"78, B.K Plaza, Vignan Nagar, Kaggadasapura Main Road, Bangalore",2.0,Bangalore,India,12.9752388889,77.6788416667,36,NA,Rs. 400,NA,NA,NA,7,24,Yes,No,Yes,Yes,No,Yes,No,Fast Food
Mughal Empire,080 28522323,54939,"22, 3rd Cross, Canara Bank Building, 1st Phase, Electronic City, Bangalore",2.7,Bangalore,India,12.8399620000,77.6644840000,31,NA,Rs. 400,NA,NA,NA,15,17,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Chinese"
Amruth Parkland,080 27822292,56808,"205, Sarjapur Main Road, Dommasandra Circle, Sarjapur Road, Bangalore",3.2,Bangalore,India,12.8845777778,77.7481083333,18,NA,Rs. 500,NA,NA,NA,6,8,Yes,No,Yes,Yes,Yes,No,No,"North Indian, Chinese"
Red Bowl,+91 9980252008,59542,"Outer Ring Road, Next to HP Petrol Bunk, Marathahalli, Bangalore",2.4,Bangalore,India,12.9753944444,77.6970666667,37,NA,Rs. 800,NA,NA,NA,12,18,Yes,No,Yes,Yes,No,Yes,Yes,"Chinese, Thai"
Calicut Restaurant,080 23603360,54199,"2/1, 1st Cross, 14th Main, MSR Road, Mathikere, Yeshwantpur, Bangalore",3.3,Bangalore,India,13.0302440000,77.5620170000,38,NA,Rs. 400,NA,NA,NA,12,20,Yes,No,Yes,Yes,No,No,No,"Kerala, North Indian"
Tea Journey,+91 9844797061,59024,"3197, Near ESI Hospital, Double Road, 2nd Stage, Indiranagar, Bangalore",3.4,Bangalore,India,12.9688130000,77.6359580000,16,NA,Rs. 200,NA,NA,NA,4,8,No,No,Yes,Yes,No,Yes,No,Cafe
Belluno Italian Bistro,+91 8105337212,61215,"55/2, 1st Floor, Gurumurthy Swamy Complex, Sector 2",3.2,Bangalore,India,NA,NA,10,NA,"Rs. 1,000",NA,NA,NA,2,7,Yes,No,Yes,Yes,No,Yes,No,"Italian, Continental"
Rajan's Cafe,080 41418080,55884,"IBM Road, Inner Ring Road, Next to Embassy Golf Links, Domlur, Bangalore",3.3,Bangalore,India,12.9538010000,77.6424050000,38,NA,Rs. 350,NA,NA,NA,8,17,No,No,Yes,Yes,No,No,No,"North Indian, Chinese, Biryani"
Kuttanadu,080 42114333,59793,"13A Ground Floor, 14th Main, Near Green View Hospital, HSR, Bangalore",2.6,Bangalore,India,12.9181583333,77.6382444444,30,NA,Rs. 700,NA,NA,NA,4,16,Yes,No,Yes,Yes,No,Yes,Yes,"Kerala, Chinese, Seafood, North Indian"
Biryani Hub,+91 9900072823,55078,"3 & 4, 75/1, Near Trinity Meadows, Bellandur, Bangalore",2.8,Bangalore,India,12.9226710000,77.6749810000,38,NA,Rs. 550,NA,NA,NA,2,26,Yes,No,Yes,Yes,No,No,No,"Biryani, Chinese, North Indian"
Sri Krishna Bhavan,+91 9986606320,56330,"191, 6th Sector, Near Silk Board Junction, HSR Layout, Bangalore",3.3,Bangalore,India,12.9176777778,77.6242361111,35,NA,Rs. 350,NA,NA,NA,10,14,No,No,Yes,No,No,Yes,No,"South Indian, Fast Food"
Avanti Indian Barbeque & Grill,080 66666333,54964,"Ginger Hotel, Amarjyothi Layout, Inner Ring Road, Domlur, Bangalore",2.7,Bangalore,India,12.9525000000,77.6403333333,39,NA,"Rs. 1,100",NA,NA,NA,9,30,Yes,No,Yes,Yes,No,Yes,No,North Indian
Riwaaz Restaurant,080 23377689,56783,"530/A, Panjoor Plaza, Dr Rajkumar Road, Subramanyanagar, Rajajinagar, Bangalore",2.8,Bangalore,India,13.0071750000,77.5545111111,43,NA,Rs. 550,NA,NA,NA,8,26,No,No,Yes,Yes,No,Yes,No,"Chinese, North Indian, Mughlai, Seafood, Fast Food"
Sri Sai Mango Tree,080 32559597,55268,"4/3, Opposite Forum, 1st Cross, Koramangala, BangaloreIndia",3.5,Bangalore,India,12.9317611111,77.6121972222,34,NA,Rs. 600,NA,NA,NA,11,20,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Chinese"
Chikari's,+91 7204451448,59089,"168, Next to Aishwarya Stores, 7th Main, 1st Block, Koramangala, Bangalore",3.5,Bangalore,India,12.9249000000,77.6337972222,26,NA,Rs. 400,NA,NA,NA,7,14,Yes,No,Yes,Yes,No,No,Yes,"North Indian, Chinese, Bengali"
Mission Cafe,+91 8904482282,59097,"The Arcade, Brigade Metropolis, Whitefield Road, Mahadevpura, Whitefield, Bangalore 560048",3.5,Bangalore,India,12.9918750000,77.7030861111,24,NA,Rs. 250,NA,NA,NA,4,14,Yes,No,Yes,No,No,No,No,"Cafe, Fast Food"
SLV Swadishta,+91 9900166783,55667,"76, 21st Main Road, 2nd Stage, Banashankari, Bangalore",3.2,Bangalore,India,12.9264930000,77.5645760000,50,NA,Rs. 300,NA,NA,NA,8,17,No,No,Yes,No,No,No,No,South Indian
Chinmayee's,080 41303062,54262,"42/ 4C, Ananda Reddy Layout, Electronic City, Phase 2, Bangalore",2.6,Bangalore,India,12.8492830000,77.6798700000,44,NA,Rs. 450,NA,NA,NA,8,19,Yes,No,Yes,Yes,Yes,Yes,No,"North Indian, Chinese"
Khaayaal's - The Fusion Kitchen,+91 9900023741,59655,"Near Bagmane Tech Park, Ganesha Temple, SG Palya, CV Raman Nagar, Bangalore",3.2,Bangalore,India,12.9835920000,77.6566400000,36,NA,Rs. 300,NA,NA,NA,3,16,Yes,No,Yes,Yes,No,No,No,"North Indian, Chinese"
Satgun - The Sai Leela Hotel,080 28468111,52943,"The Sai Leela Hotel, 3/1, Singanayakanalli, Doddaballapur Road, Yelahanka, Bangalore",2.7,Bangalore,India,13.1543527778,77.5679861111,32,NA,Rs. 800,NA,NA,NA,7,12,No,No,Yes,Yes,Yes,Yes,Yes,"Continental, North Indian, South Indian, Chinese"
Masala Dani - The Paul Bangalore,080 40477777,51512,"The Paul Bangalore, 139/28, Opposite Embassy Golf Links, Off Intermediate Ring Road, Domlur, Bangalore",3.5,Bangalore,India,12.9537270000,77.6398640000,36,NA,"Rs. 1,800",NA,NA,NA,9,14,No,No,Yes,Yes,Yes,Yes,Yes,"Mughlai, North Indian"
Kaggis,+91 9900191258,58043,"50 Feet Road, Hanumanthanagar, Banashankari, Bangalore",3.5,Bangalore,India,12.9418333333,77.5621416667,31,NA,Rs. 250,NA,NA,NA,6,10,No,No,Yes,Yes,No,No,No,"Bakery, Fast Food"
Biryani Park,+91 9886688048,55958,"1st Floor, VTB Complex, Off AECS Layout, Kundanahalli, Brookefield, Bangalore",2.9,Bangalore,India,12.9648611111,77.7177055556,24,NA,Rs. 500,NA,NA,NA,6,8,Yes,No,Yes,Yes,No,No,No,"North Indian, Biryani, Chinese, Mughlai"
Sticksnax,080 23337787,60204,"686/A, CBI Main Road, Ganganagar, RT Nagar, Bangalore",3.5,Bangalore,India,13.0263805556,77.5896000000,17,NA,Rs. 300,NA,NA,NA,5,11,Yes,No,Yes,Yes,No,Yes,No,Healthy Food
Anand Sagar Punjabi Dhaba,080 22254099,54250,"5, 6th Main, Gandhinagar, Near Kempegowda Circle, Majestic, Bangalore",3.5,Bangalore,India,12.9760194444,77.5764166667,35,NA,Rs. 200,NA,NA,NA,8,23,No,No,Yes,No,No,No,No,North Indian
Haut Koko,+91 9980045131,56288,"2/4, 80 Feet Road, RMV Extension, Ashwathnagar, Near, New BEL Road, Bangalore",3.5,Bangalore,India,13.0275603000,77.5763020000,34,NA,Rs. 350,NA,NA,NA,8,19,No,No,Yes,Yes,No,Yes,Yes,Cafe
Begum's Biriyani,080 25275166,51463,"7, Ground Floor, Nanjundeshwara Complex, New Thippasandra Main Road, Bangalore",2.8,Bangalore,India,12.9731220000,77.6474830000,21,NA,Rs. 500,NA,NA,NA,3,8,Yes,No,Yes,Yes,No,No,No,"Biryani, Chinese, North Indian"
Bro's Cafe,+91 9066021112,60145,"2C, 346, OMBR Layout, Bhuvanagiri, Near CMR College, Banaswadi, Bangalore 560033",3.5,Bangalore,India,13.0055944444,77.6519083333,27,NA,Rs. 200,NA,NA,NA,6,15,Yes,No,Yes,Yes,No,No,No,"Cafe, Fast Food"
Black Pepper Lounge,080 42690690,53362,"Casa de Bengaluru, 873, 17th E Main Road, 6th Block, Koramangala, Bangalore",3.1,Bangalore,India,12.9364040000,77.6224150000,40,NA,"Rs. 1,200",NA,NA,NA,8,14,No,No,Yes,Yes,Yes,Yes,Yes,Finger Food
The Rasoi,080 42824555,50107,"3, Nagappa Street, Near Swasthik Circle, Seshadripuram College Road, Seshadripuram, Bangalore",3.5,Bangalore,India,12.9890610000,77.5744360000,12,NA,Rs. 650,NA,NA,NA,4,8,Yes,No,Yes,Yes,No,Yes,Yes,"North Indian, Chinese, Hyderabadi, Continental"
New Punjabi Hotel,080 41155177,56697,"3039/A, 9th Cross, HAL 2nd Stage, Off 80 Feet Road, Indiranagar, Bangalore",3.3,Bangalore,India,12.9727388889,77.6470333333,35,NA,Rs. 300,NA,NA,NA,9,18,Yes,No,Yes,Yes,No,No,No,North Indian
Ganga Sagar,080 65398364,53018,"G 5, Ground Floor, Seshamanal Building 18, Vasvi Temple Street, VV Puram, Basavanagudi, Bangalore",3.3,Bangalore,India,12.9486950000,77.5767590000,22,NA,Rs. 150,NA,NA,NA,8,9,No,No,Yes,No,No,No,No,Street Food
Rasoi,080 66816116,51458,"86, Shakthi Arcade, 21st Main, 2nd Stage, Near KIMS College and BDA Complex, Banashankari, Bangalore",2.5,Bangalore,India,12.9268470000,77.5644470000,39,NA,Rs. 300,NA,NA,NA,4,13,Yes,No,Yes,No,No,No,No,North Indian
Chicken Hunt,+91 9341128791,53626,"222, 100 Feet Road, Near Kathriguppe Signal, Opposite Udbav Hospital, 6th Block, 3rd Stage, Banashankari, Bangalore",3.4,Bangalore,India,12.9223210000,77.5586270000,43,NA,Rs. 350,NA,NA,NA,8,17,No,No,Yes,Yes,No,No,No,"North Indian, Chinese"
Madurai Idly Shop,+91 9845208012,61344,"18, Garudacharpalya, Mahadevapura, Whitefield, Bangalore",3.2,Bangalore,India,12.9943333333,77.7001194444,15,NA,Rs. 150,NA,NA,NA,7,10,No,No,Yes,No,No,No,No,South Indian
Chai Chowk,080 42197999,56840,"336, 1st B Main, 7th Block, Koramangala, Bangalore",3.3,Bangalore,India,12.9363722222,77.6146694444,39,NA,Rs. 80,NA,NA,NA,15,19,Yes,No,No,Yes,No,No,No,Fast Food
Mangala Hotel,+91 9886998474,50481,"5, 1st Main, Jakkasandra Extension, 1st Block, Koramangala, Bangalore",3.4,Bangalore,India,12.9260990000,77.6375620000,40,NA,Rs. 250,NA,NA,NA,13,20,No,No,Yes,Yes,No,No,No,"Kerala, Chinese, North Indian"
Hotel Ajantha,080 25584321,55756,"22-A, MG Road, Bangalore",2.9,Bangalore,India,12.9730430000,77.6156100000,37,NA,Rs. 200,NA,NA,NA,11,15,No,No,Yes,No,No,No,No,South Indian
Chaipatty,080 49652882,59040,"118/1, First Floor, 80 Feet Road, HAL 2nd Stage, Thippasandra, Bangalore",3.0,Bangalore,India,12.9732666667,77.6471944444,31,NA,Rs. 300,NA,NA,NA,6,6,No,No,Yes,Yes,No,No,Yes,Cafe
The Leela Cake Shop - The Leela Palace,080 25211234,57179,"The Leela Palace, 23, Old Airport Road, Bangalore",3.7,Bangalore,India,12.9603980000,77.6482820000,30,NA,"Rs. 1,200",NA,NA,NA,5,11,No,No,Yes,Yes,No,Yes,Yes,"Desserts, Bakery, Cafe"
Mugal Garden,080 25729482,55224,"177, Bhumi Complex, 9th Main, 7th Sector, HSR Layout, Bangalore",2.3,Bangalore,India,12.9103810000,77.6351850000,41,NA,Rs. 350,NA,NA,NA,8,16,Yes,No,Yes,Yes,No,No,No,North Indian
Timber The Bar,+91 9741355847,52024,"30, 1st Cross, Sampige Road, Malleshwaram, Bangalore",3.6,Bangalore,India,12.9942210000,77.5710590000,42,NA,Rs. 600,NA,NA,NA,8,16,Yes,No,Yes,Yes,Yes,Yes,No,"Chinese, Continental, South Indian, Seafood, Mangalorean"
The Spitfire BBQ Truck,+91 9611539310,61329,"CMR Road, Kammanahalli, Bangalore",3.6,Bangalore,India,NA,NA,24,NA,Rs. 500,NA,NA,NA,0,13,No,No,No,Yes,No,No,No,Fast Food
Oven Fresh,080 28026520,57724,"Park Square Mall, ITPB Main Road, Whitefield, Bangalore",2.8,Bangalore,India,12.9875388889,77.7380000000,29,NA,Rs. 550,NA,NA,NA,9,17,No,No,Yes,Yes,No,No,No,"Pizza, Fast Food, Biryani, Cafe"
Sampoorna,080 49008600,52501,"Hotel Crystal Castle, 294/10, 24th Main, 5th Phase, JP Nagar, Bangalore",3.3,Bangalore,India,12.9064410000,77.5854920000,30,NA,Rs. 600,NA,NA,NA,6,16,No,No,Yes,No,No,Yes,No,"Chinese, North Indian"
Bar UNO - JW Marriott Bengaluru,080 67188544,55909,"JW Marriott Bengaluru, 24/1, Vittal Mallya Road, Lavelle Road, Bangalore",3.4,Bangalore,India,12.9723180000,77.5949660000,21,NA,"Rs. 4,000",NA,NA,NA,3,7,No,No,Yes,Yes,Yes,Yes,Yes,Spanish
Lungta,+91 8197623076,61233,"7, Castle Street, Ashoknagar, Brigade Road, Bangalore",3.4,Bangalore,India,12.9677722222,77.6072611111,12,NA,Rs. 600,NA,NA,NA,2,6,Yes,No,Yes,Yes,No,Yes,No,"Tibetan, Japanese, Chinese"
Gringo,+91 9845555704,61379,"19/8, M.G Residency, K.K Halli, Hennur Main Road, Kalyan Nagar, Bangalore",3.4,Bangalore,India,13.0220111111,77.6297138889,21,NA,Rs. 650,NA,NA,NA,2,15,Yes,No,Yes,Yes,No,Yes,Yes,"Continental, Italian"
Seekers Cafe,+91 9986961417,60346,"84, St.Antony Fairy Church, Koramangala, Bangalore",3.4,Bangalore,India,12.9308722222,77.6139055556,16,NA,Rs. 500,NA,NA,NA,6,9,No,No,Yes,Yes,No,No,Yes,"Italian, Continental"
One Night In Bangkok,+91 9739902745,18022279,"12th Main, HAL 2nd Stage, Indiranagar, Bangalore 560038",3.2,Bangalore,India,12.9701323777,77.6389644776,7,NA,"Rs. 1,500",NA,NA,NA,1,5,No,No,Yes,Yes,Yes,Yes,No,Thai
Nandini Deluxe,080 32716000,53107,"Near Petrol Bunk, Horamavu Main Road, Banaswadi, Bangalore",3.3,Bangalore,India,13.0176361111,77.6548916667,25,NA,Rs. 500,NA,NA,NA,8,13,Yes,No,Yes,Yes,Yes,No,No,"Andhra, Chinese, North Indian"
Tease - Vivanta By Taj,080 66933333,50970,"Vivanta By Taj, ITPB, ITPL Main Road, Whitefield, Bangalore",3.6,Bangalore,India,12.9870370000,77.7375410000,29,NA,"Rs. 1,800",NA,NA,NA,6,11,No,No,Yes,Yes,Yes,Yes,No,Finger Food
Tijori - The Atria Hotel,NA,51938,"The Atria Hotel, 1, Palace Road, Race Course Road, Bangalore",3.8,Bangalore,India,12.9801190000,77.5862240000,63,NA,"Rs. 1,000",NA,NA,NA,0,0,No,No,Yes,Yes,No,Yes,No,North Indian
Kakaji,+91 9663498290,57083,"Opposite Bagmane Tech Park Back Gate, Byrasandra Main Road, CV Raman Nagar, Bangalore",2.6,Bangalore,India,12.9801222222,77.6657944444,33,NA,Rs. 450,NA,NA,NA,4,15,Yes,No,Yes,No,No,No,No,North Indian
Kartik's Mithai Shoppe,080 41264166,57817,"322, Shalini Complex, CMH Road, Indiranagar, Bangalore",3.7,Bangalore,India,12.9769305556,77.6410972222,28,NA,Rs. 150,NA,NA,NA,9,15,No,No,Yes,No,No,No,No,"Desserts, Street Food"
New Prashanth Hotel,080 49653156,54177,"43/2, 100 Feet Road, Kamakya Complex, 3rd Stage, Banashankari, Bangalore",3.4,Bangalore,India,12.9253380000,77.5533430000,37,NA,Rs. 400,NA,NA,NA,6,15,Yes,No,Yes,Yes,No,No,No,"Andhra, North Indian"
Adiga's Anantheswara,080 23185554,58389,"19, K P Agrahara, Chandra Layout, Vijay Nagar, Bangalore",2.4,Bangalore,India,12.9605694444,77.5289000000,52,NA,Rs. 300,NA,NA,NA,12,21,No,No,Yes,No,No,Yes,No,"North Indian, Chinese"
Chikkanna Tiffin,+91 9845917991,55453,"Near Ulsoor Gate Police Station, Cubbonpet, City Market, Bangalore",3.7,Bangalore,India,12.9685000000,77.5843888889,29,NA,Rs. 150,NA,NA,NA,5,13,No,No,Yes,No,No,No,No,South Indian
Cake Away,+91 9663123231,57210,"329, 4th Cross, 3rd Block, HRBR Layout, Kammanahalli, Bangalore",3.7,Bangalore,India,12.9677900000,77.6365800000,32,NA,Rs. 200,NA,NA,NA,3,13,Yes,No,Yes,Yes,No,No,Yes,"Bakery, Cafe, Desserts"
